Date of Travel,City,Company,KM Travelled,Price Charged,Cost of Trip,Population,Users,Number of Males,Payments by Cash,Number of Females,Payments by Card,Average Income
2018-02-17,PHOENIX AZ,Pink Cab,52.06,808.83,577.51,943999,6133,0,2,2,0,19876.0
2018-02-17,PITTSBURGH PA,Yellow Cab,37.83,1725.77,499.356,542085,3643,0,0,1,1,18605.0
2018-02-17,SACRAMENTO CA,Yellow Cab,55.17,961.77,720.756,545776,7044,2,1,1,2,15599.666666666666
2018-02-17,SAN DIEGO CA,Pink Cab,311.54,4404.98,3374.026,959307,69995,7,7,5,5,17395.416666666668
2018-02-17,SAN DIEGO CA,Yellow Cab,129.32,2128.59,1726.3368,959307,69995,5,3,2,4,15423.57142857143
2018-02-17,SEATTLE WA,Pink Cab,40.13,553.08,444.962,671238,25063,1,2,1,0,20163.5
2018-02-17,SEATTLE WA,Yellow Cab,213.99,3628.38,2781.9984,671238,25063,4,3,8,9,17397.916666666668
2018-02-17,SILICON VALLEY,Pink Cab,101.36,2009.77,1126.104,1177609,27247,1,1,2,2,5457.0
2018-02-17,SILICON VALLEY,Yellow Cab,69.57,1590.77,917.016,1177609,27247,1,1,2,2,15001.333333333334
2018-02-17,TUCSON AZ,Pink Cab,29.4,306.84,314.58,631442,5712,0,0,1,1,9949.0
2018-02-17,TUCSON AZ,Yellow Cab,64.5,1159.88,818.1959999999999,631442,5712,1,0,1,2,10731.0
2018-02-17,WASHINGTON DC,Pink Cab,152.96,2103.36,1688.19,418859,127001,3,2,3,4,14793.0
2018-02-17,WASHINGTON DC,Yellow Cab,1103.52,20234.59,14642.9124,418859,127001,24,22,26,28,14988.96
2018-02-18,ATLANTA GA,Pink Cab,40.32,439.37,443.52,814885,24701,1,0,0,1,34231.0
2018-02-18,ATLANTA GA,Yellow Cab,114.6,2312.94,1572.6192,814885,24701,2,0,2,4,10600.75
2018-02-18,BOSTON MA,Pink Cab,34.41,434.28,357.864,248968,80021,1,0,0,1,17217.0
2018-02-18,BOSTON MA,Yellow Cab,173.06,2648.44,2366.4024,248968,80021,3,1,4,6,16381.142857142857
2018-02-18,CHICAGO IL,Pink Cab,24.04,316.1,270.936,1955130,164468,2,2,1,1,11164.0
2018-02-18,CHICAGO IL,Yellow Cab,435.6,6912.09,5847.9672,1955130,164468,15,6,6,15,17089.761904761905
2018-02-18,DALLAS TX,Pink Cab,21.34,192.37,247.544,942908,22157,0,1,1,0,18460.0
2018-02-18,DALLAS TX,Yellow Cab,20.6,465.36,271.92,942908,22157,1,0,0,1,7806.0
2018-02-18,LOS ANGELES CA,Pink Cab,73.49,1036.8700000000001,857.6659999999999,1595037,144132,2,2,1,1,5502.333333333333
2018-02-18,LOS ANGELES CA,Yellow Cab,263.59,5212.17,3425.1228,1595037,144132,3,8,9,4,15928.75
2018-02-18,MIAMI FL,Yellow Cab,37.56,691.34,499.7808,1339155,17675,1,0,2,3,23938.666666666668
2018-02-18,NEW YORK NY,Pink Cab,183.34,2470.1899999999996,2029.978,8405837,302149,3,3,2,2,9365.0
2018-02-18,NEW YORK NY,Yellow Cab,629.14,18235.83,8313.7644,8405837,302149,18,19,16,15,15910.35294117647
2018-02-18,ORANGE COUNTY,Pink Cab,42.94,442.85,455.164,1030185,12994,0,1,1,0,15139.0
2018-02-18,PHOENIX AZ,Pink Cab,55.7,711.96,599.96,943999,6133,1,0,1,2,6532.5
2018-02-18,PHOENIX AZ,Yellow Cab,31.41,590.29,428.6592,943999,6133,2,2,0,0,28576.5
2018-02-18,SACRAMENTO CA,Pink Cab,15.54,119.35,180.264,545776,7044,1,1,0,0,21389.0
2018-02-18,SAN DIEGO CA,Pink Cab,43.52,582.03,498.88,959307,69995,1,0,1,2,26802.5
2018-02-18,SAN DIEGO CA,Yellow Cab,25.0,380.91999999999996,330.79200000000003,959307,69995,1,0,1,2,23518.5
2018-02-18,SEATTLE WA,Pink Cab,83.85,1035.63,856.011,671238,25063,2,1,0,1,16810.0
2018-02-18,SEATTLE WA,Yellow Cab,22.06,337.49,282.84,671238,25063,1,2,2,1,13682.666666666666
2018-02-18,SILICON VALLEY,Pink Cab,14.28,235.65,162.792,1177609,27247,0,1,1,0,6415.0
2018-02-18,WASHINGTON DC,Yellow Cab,316.89,5212.77,4147.2552,418859,127001,9,3,5,11,20243.428571428572
2018-02-19,ATLANTA GA,Pink Cab,40.8,435.24,420.24,814885,24701,0,0,1,1,30120.0
2018-02-19,ATLANTA GA,Yellow Cab,32.19,651.9200000000001,447.6852,814885,24701,1,0,1,2,2987.5
2018-02-19,AUSTIN TX,Yellow Cab,44.0,819.39,591.36,698371,14978,1,0,0,1,21151.0
2018-02-19,BOSTON MA,Pink Cab,39.9,513.27,414.96,248968,80021,0,0,1,1,5480.0
2018-02-19,BOSTON MA,Yellow Cab,216.11,3349.42,2902.3008,248968,80021,7,3,1,5,16933.0
2018-02-19,CHICAGO IL,Pink Cab,47.6,624.44,552.993,1955130,164468,2,0,0,2,24883.0
2018-02-19,CHICAGO IL,Yellow Cab,324.9,5155.97,4350.2964,1955130,164468,11,9,6,8,15718.70588235294
2018-02-19,DALLAS TX,Pink Cab,36.1,395.6,415.15,942908,22157,0,1,1,0,9338.0
2018-02-19,DALLAS TX,Yellow Cab,46.8,1233.63,617.76,942908,22157,1,1,0,0,4919.0
2018-02-19,DENVER CO,Pink Cab,8.82,72.22,94.374,754233,12421,0,0,1,1,15628.0
2018-02-19,LOS ANGELES CA,Pink Cab,123.25999999999999,1702.48,1356.5410000000002,1595037,144132,2,3,3,2,11395.0
2018-02-19,LOS ANGELES CA,Yellow Cab,242.87,4513.3,3215.5284,1595037,144132,12,4,0,8,14859.916666666666
2018-02-19,MIAMI FL,Yellow Cab,11.1,230.89,155.844,1339155,17675,0,1,1,0,19252.0
2018-02-19,NEW YORK NY,Pink Cab,36.4,520.29,407.68,8405837,302149,0,1,1,0,19322.0
2018-02-19,NEW YORK NY,Yellow Cab,671.08,19266.85,8871.8544,8405837,302149,13,14,16,15,13059.344827586207
2018-02-19,ORANGE COUNTY,Yellow Cab,23.52,599.21,335.8656,1030185,12994,0,0,1,1,14653.0
2018-02-19,SAN DIEGO CA,Pink Cab,106.35,1361.03,1169.318,959307,69995,2,1,2,3,17417.5
2018-02-19,SAN DIEGO CA,Yellow Cab,100.52,1674.52,1268.5152,959307,69995,1,2,4,3,17554.6
2018-02-19,SEATTLE WA,Yellow Cab,15.21,253.96,204.4224,671238,25063,0,1,1,0,20489.0
2018-02-19,SILICON VALLEY,Pink Cab,28.89,475.57,317.79,1177609,27247,1,1,0,0,22611.0
2018-02-19,SILICON VALLEY,Yellow Cab,76.22999999999999,1652.69,1001.1972000000001,1177609,27247,2,2,1,1,12694.666666666666
2018-02-19,WASHINGTON DC,Yellow Cab,392.6,6632.59,5100.15,418859,127001,10,8,6,8,12814.5625
2018-02-20,ATLANTA GA,Pink Cab,26.4,244.15,308.88,814885,24701,0,1,1,0,12752.0
2018-02-20,ATLANTA GA,Yellow Cab,29.9,724.3,358.8,814885,24701,0,0,1,1,8210.0
2018-02-20,AUSTIN TX,Yellow Cab,38.519999999999996,695.05,502.76160000000004,698371,14978,1,1,1,1,16619.5
2018-02-20,BOSTON MA,Pink Cab,66.27,755.23,700.634,248968,80021,0,1,3,2,20243.0
2018-02-20,BOSTON MA,Yellow Cab,383.7,6066.55,5106.918,248968,80021,8,7,10,11,12888.944444444445
2018-02-20,CHICAGO IL,Pink Cab,68.36,915.4200000000001,735.2560000000001,1955130,164468,0,2,2,0,19843.0
2018-02-20,CHICAGO IL,Yellow Cab,428.57,6643.28,5616.8652,1955130,164468,11,10,6,7,16818.941176470587
2018-02-20,DALLAS TX,Yellow Cab,20.52,454.96,256.0896,942908,22157,0,1,1,0,16752.0
2018-02-20,DENVER CO,Pink Cab,3.57,31.06,37.842,754233,12421,0,1,1,0,19460.0
2018-02-20,LOS ANGELES CA,Pink Cab,140.46,2000.1599999999999,1473.006,1595037,144132,4,0,1,5,19994.2
2018-02-20,LOS ANGELES CA,Yellow Cab,303.25,5426.27,3907.1328000000003,1595037,144132,7,5,6,8,15205.692307692309
2018-02-20,MIAMI FL,Pink Cab,35.7,619.98,367.71,1339155,17675,1,0,0,1,8249.0
2018-02-20,NASHVILLE TN,Yellow Cab,15.68,245.91,206.976,327225,9270,0,0,1,1,20749.0
2018-02-20,NEW YORK NY,Pink Cab,19.54,291.21999999999997,219.59199999999998,8405837,302149,0,1,2,1,14116.5
2018-02-20,NEW YORK NY,Yellow Cab,538.55,15067.81,7054.6488,8405837,302149,16,9,9,16,13679.2
2018-02-20,ORANGE COUNTY,Pink Cab,12.54,165.87,126.654,1030185,12994,1,0,0,1,16960.0
2018-02-20,ORANGE COUNTY,Yellow Cab,41.81,1095.19,516.6888,1030185,12994,1,0,1,2,12277.5
2018-02-20,PITTSBURGH PA,Pink Cab,2.1,15.75,24.78,542085,3643,1,0,0,1,17253.0
2018-02-20,SACRAMENTO CA,Pink Cab,25.48,286.15,300.664,545776,7044,1,1,0,0,20906.0
2018-02-20,SAN DIEGO CA,Pink Cab,181.6,2490.64,1972.54,959307,69995,4,5,4,3,14211.875
2018-02-20,SAN DIEGO CA,Yellow Cab,59.82,1105.74,818.4312,959307,69995,0,1,2,1,16960.5
2018-02-20,SEATTLE WA,Pink Cab,44.47,565.31,507.599,671238,25063,1,0,3,4,11533.75
2018-02-20,SEATTLE WA,Yellow Cab,34.25,540.63,466.19039999999995,671238,25063,2,2,2,2,15288.5
2018-02-20,SILICON VALLEY,Pink Cab,69.28999999999999,1190.1999999999998,763.803,1177609,27247,1,0,1,2,15556.0
2018-02-20,SILICON VALLEY,Yellow Cab,132.96,2940.78,1709.6112,1177609,27247,3,1,1,3,9903.5
2018-02-20,TUCSON AZ,Yellow Cab,34.51,435.23,472.0968,631442,5712,1,0,0,1,20655.0
2018-02-20,WASHINGTON DC,Pink Cab,26.42,339.66,289.178,418859,127001,1,0,1,2,6992.0
2018-02-20,WASHINGTON DC,Yellow Cab,584.95,10097.03,7696.1784,418859,127001,14,9,10,15,16527.833333333332
2018-02-21,AUSTIN TX,Yellow Cab,25.09,413.03,359.9232,698371,14978,1,2,1,0,16493.0
2018-02-21,BOSTON MA,Yellow Cab,230.63,3550.94,3013.308,248968,80021,6,2,4,8,9217.8
2018-02-21,CHICAGO IL,Pink Cab,33.17,449.56,374.821,1955130,164468,0,0,1,1,25339.0
2018-02-21,CHICAGO IL,Yellow Cab,334.46,5306.62,4468.3188,1955130,164468,9,2,6,13,15461.333333333334
2018-02-21,DALLAS TX,Yellow Cab,11.1,257.04,157.176,942908,22157,0,0,1,1,11572.0
2018-02-21,DENVER CO,Pink Cab,37.2,329.99,431.52,754233,12421,1,0,0,1,18554.0
2018-02-21,DENVER CO,Yellow Cab,35.65,641.15,513.36,754233,12421,0,1,1,0,20721.0
2018-02-21,LOS ANGELES CA,Pink Cab,173.95,2494.58,1930.808,1595037,144132,3,4,7,6,22530.7
2018-02-21,LOS ANGELES CA,Yellow Cab,240.23,4369.860000000001,3155.8944,1595037,144132,3,3,8,8,19597.909090909092
2018-02-21,MIAMI FL,Pink Cab,22.590000000000003,294.96,243.71099999999998,1339155,17675,0,1,2,1,13757.0
2018-02-21,MIAMI FL,Yellow Cab,34.0,693.23,408.0,1339155,17675,0,1,1,0,2259.0
2018-02-21,NASHVILLE TN,Pink Cab,7.77,75.05,90.909,327225,9270,0,0,1,1,2433.0
2018-02-21,NASHVILLE TN,Yellow Cab,28.56,427.88,407.8368,327225,9270,1,0,0,1,30250.0
2018-02-21,NEW YORK NY,Pink Cab,54.0,714.1800000000001,611.0640000000001,8405837,302149,1,1,1,1,10598.0
2018-02-21,NEW YORK NY,Yellow Cab,692.18,18464.37,9287.789999999999,8405837,302149,16,9,14,21,13172.4
2018-02-21,SAN DIEGO CA,Pink Cab,87.63,1140.3600000000001,927.213,959307,69995,1,1,3,3,17005.25
2018-02-21,SAN DIEGO CA,Yellow Cab,113.81,2085.12,1532.7432000000001,959307,69995,2,1,2,3,10766.0
2018-02-21,SEATTLE WA,Pink Cab,2.26,26.65,23.73,671238,25063,0,0,1,1,4366.0
2018-02-21,SILICON VALLEY,Pink Cab,45.6,722.83,469.68,1177609,27247,1,1,0,0,31008.0
2018-02-21,SILICON VALLEY,Yellow Cab,32.76,726.58,444.2256,1177609,27247,0,0,1,1,24136.0
2018-02-21,TUCSON AZ,Yellow Cab,15.0,192.34,200.088,631442,5712,0,1,2,1,17865.5
2018-02-21,WASHINGTON DC,Pink Cab,23.06,287.52,254.308,418859,127001,1,1,1,1,24553.0
2018-02-21,WASHINGTON DC,Yellow Cab,304.55,5388.72,4008.2592,418859,127001,10,6,5,9,14006.6
2018-02-22,ATLANTA GA,Pink Cab,48.120000000000005,474.48,545.648,814885,24701,1,0,1,2,8575.0
2018-02-22,ATLANTA GA,Yellow Cab,46.45,990.99,591.3768,814885,24701,1,0,1,2,15855.5
2018-02-22,BOSTON MA,Pink Cab,36.72,436.71,378.216,248968,80021,1,1,0,0,4670.0
2018-02-22,BOSTON MA,Yellow Cab,393.38,6249.67,5046.0108,248968,80021,10,7,8,11,18125.38888888889
2018-02-22,CHICAGO IL,Pink Cab,150.85,1862.99,1632.825,1955130,164468,6,1,1,6,15512.285714285714
2018-02-22,CHICAGO IL,Yellow Cab,721.78,11791.0,9437.9088,1955130,164468,17,8,11,20,13549.642857142857
2018-02-22,DALLAS TX,Yellow Cab,10.07,238.51,135.5088,942908,22157,1,2,1,0,20422.5
2018-02-22,LOS ANGELES CA,Pink Cab,204.78,2798.77,2180.609,1595037,144132,4,1,3,6,18405.85714285714
2018-02-22,LOS ANGELES CA,Yellow Cab,424.38,7475.61,5725.7880000000005,1595037,144132,12,5,4,11,17389.9375
2018-02-22,MIAMI FL,Pink Cab,40.25,461.79,430.675,1339155,17675,0,1,1,0,8254.0
2018-02-22,MIAMI FL,Yellow Cab,49.56,1003.56,617.6016,1339155,17675,2,1,0,1,25094.0
2018-02-22,NASHVILLE TN,Pink Cab,39.98,368.36,454.272,327225,9270,1,1,1,1,10735.5
2018-02-22,NEW YORK NY,Pink Cab,115.54,1672.3,1287.337,8405837,302149,2,0,3,5,16633.0
2018-02-22,NEW YORK NY,Yellow Cab,711.67,19533.84,9242.7168,8405837,302149,24,21,11,14,14251.914285714285
2018-02-22,ORANGE COUNTY,Pink Cab,11.11,161.49,112.211,1030185,12994,0,0,1,1,27099.0
2018-02-22,PHOENIX AZ,Yellow Cab,13.2,232.1,180.576,943999,6133,0,1,1,0,18806.0
2018-02-22,SAN DIEGO CA,Pink Cab,31.830000000000005,395.93,348.078,959307,69995,2,3,1,0,12161.333333333334
2018-02-22,SAN DIEGO CA,Yellow Cab,29.32,522.86,400.54560000000004,959307,69995,1,1,1,1,22717.0
2018-02-22,SEATTLE WA,Pink Cab,30.2,397.16999999999996,326.9,671238,25063,0,1,2,1,7651.0
2018-02-22,SEATTLE WA,Yellow Cab,78.16,1315.1299999999999,1019.3136000000001,671238,25063,0,1,3,2,16758.333333333332
2018-02-22,SILICON VALLEY,Yellow Cab,35.02,745.63,504.288,1177609,27247,1,0,0,1,12496.0
2018-02-22,TUCSON AZ,Pink Cab,30.68,436.47,316.004,631442,5712,1,0,0,1,7463.0
2018-02-22,WASHINGTON DC,Pink Cab,100.9,1268.56,1139.229,418859,127001,3,0,0,3,21938.333333333332
2018-02-22,WASHINGTON DC,Yellow Cab,523.24,8964.68,6773.2344,418859,127001,12,4,11,19,16021.130434782608
2018-02-23,ATLANTA GA,Pink Cab,25.48,302.26,257.348,814885,24701,1,1,0,0,22903.0
2018-02-23,ATLANTA GA,Yellow Cab,94.66,2289.59,1268.4396000000002,814885,24701,5,3,1,3,15743.5
2018-02-23,AUSTIN TX,Yellow Cab,45.24,839.7,548.3088,698371,14978,1,1,0,0,3886.0
2018-02-23,BOSTON MA,Pink Cab,168.8,2217.02,1879.683,248968,80021,6,4,2,4,19281.25
2018-02-23,BOSTON MA,Yellow Cab,701.81,12222.93,9169.1388,248968,80021,13,7,18,24,18799.967741935485
2018-02-23,CHICAGO IL,Pink Cab,193.54,2669.31,2149.757,1955130,164468,5,3,5,7,11370.7
2018-02-23,CHICAGO IL,Yellow Cab,1716.14,30183.41,22585.826399999998,1955130,164468,52,28,24,48,14372.368421052632
2018-02-23,DALLAS TX,Pink Cab,36.6,491.76,406.752,942908,22157,2,1,1,2,11979.333333333334
2018-02-23,DALLAS TX,Yellow Cab,87.63,2221.98,1219.596,942908,22157,2,3,2,1,13616.5
2018-02-23,DENVER CO,Yellow Cab,111.16,2056.62,1426.1256,754233,12421,1,3,4,2,14323.6
2018-02-23,LOS ANGELES CA,Pink Cab,462.86,7106.19,5075.274,1595037,144132,14,10,9,13,16306.08695652174
2018-02-23,LOS ANGELES CA,Yellow Cab,771.79,15009.51,10135.6416,1595037,144132,21,10,12,23,14318.242424242424
2018-02-23,MIAMI FL,Pink Cab,35.52,460.67,372.96,1339155,17675,0,0,1,1,11677.0
2018-02-23,MIAMI FL,Yellow Cab,83.09,1971.94,1090.1928,1339155,17675,2,1,1,2,18236.666666666668
2018-02-23,NASHVILLE TN,Pink Cab,42.57,385.86,437.80600000000004,327225,9270,2,2,1,1,15663.666666666666
2018-02-23,NASHVILLE TN,Yellow Cab,80.4,1360.7,1058.904,327225,9270,1,0,1,2,17077.5
2018-02-23,NEW YORK NY,Pink Cab,172.60999999999999,2698.74,1839.2160000000001,8405837,302149,5,5,4,4,16767.777777777777
2018-02-23,NEW YORK NY,Yellow Cab,2085.67,61371.33,27354.6576,8405837,302149,51,29,37,59,15731.84090909091
2018-02-23,ORANGE COUNTY,Yellow Cab,76.61,2613.25,1043.1612,1030185,12994,1,2,3,2,13752.5
2018-02-23,PHOENIX AZ,Pink Cab,63.53,931.58,686.612,943999,6133,3,0,1,4,15684.5
2018-02-23,PITTSBURGH PA,Yellow Cab,15.96,225.58,193.4352,542085,3643,1,0,0,1,24752.0
2018-02-23,SACRAMENTO CA,Pink Cab,25.48,331.33,282.828,545776,7044,1,0,0,1,14931.0
2018-02-23,SAN DIEGO CA,Pink Cab,317.25,4613.13,3528.717,959307,69995,10,8,6,8,14172.1875
2018-02-23,SAN DIEGO CA,Yellow Cab,374.46999999999997,7201.46,5075.0652,959307,69995,16,5,4,15,12444.75
2018-02-23,SEATTLE WA,Pink Cab,68.86,1007.16,708.152,671238,25063,1,2,2,1,27852.333333333332
2018-02-23,SEATTLE WA,Yellow Cab,224.24,3626.44,3023.3652,671238,25063,6,4,3,5,16138.333333333334
2018-02-23,SILICON VALLEY,Pink Cab,32.3,526.72,346.74,1177609,27247,2,1,1,2,12109.0
2018-02-23,SILICON VALLEY,Yellow Cab,93.34,2076.85,1251.2688,1177609,27247,2,1,2,3,18081.5
2018-02-23,TUCSON AZ,Pink Cab,37.75,694.2,428.835,631442,5712,2,0,0,2,7221.5
2018-02-23,WASHINGTON DC,Pink Cab,84.61,1052.0,960.24,418859,127001,2,0,2,4,12472.5
2018-02-23,WASHINGTON DC,Yellow Cab,1199.95,23172.24,15835.8036,418859,127001,29,23,25,31,14242.907407407407
2018-02-24,ATLANTA GA,Yellow Cab,231.74,5450.4400000000005,3036.3036,814885,24701,3,2,4,5,10398.42857142857
2018-02-24,AUSTIN TX,Yellow Cab,89.67999999999999,1680.6899999999998,1187.0688,698371,14978,0,1,3,2,11509.666666666666
2018-02-24,BOSTON MA,Pink Cab,66.7,971.94,773.72,248968,80021,0,1,2,1,6921.0
2018-02-24,BOSTON MA,Yellow Cab,647.39,11270.15,8621.538,248968,80021,17,10,10,17,13547.888888888889
2018-02-24,CHICAGO IL,Pink Cab,256.7,3527.37,2834.137,1955130,164468,9,6,4,7,16071.846153846154
2018-02-24,CHICAGO IL,Yellow Cab,1574.04,27755.54,20766.432,1955130,164468,44,22,26,48,16338.757142857143
2018-02-24,DALLAS TX,Pink Cab,83.84,1050.06,903.442,942908,22157,3,2,0,1,21399.333333333332
2018-02-24,DALLAS TX,Yellow Cab,253.5,6437.71,3344.0184,942908,22157,4,3,5,6,19336.555555555555
2018-02-24,DENVER CO,Pink Cab,36.38,294.79,403.818,754233,12421,0,1,1,0,24455.0
2018-02-24,DENVER CO,Yellow Cab,98.68,1935.97,1270.68,754233,12421,1,2,3,2,8767.25
2018-02-24,LOS ANGELES CA,Pink Cab,313.29,4903.34,3383.468,1595037,144132,11,7,5,9,12843.1875
2018-02-24,LOS ANGELES CA,Yellow Cab,706.95,13971.92,9487.344,1595037,144132,21,11,10,20,13893.806451612903
2018-02-24,MIAMI FL,Yellow Cab,38.45,889.02,512.688,1339155,17675,0,1,2,1,18334.5
2018-02-24,NASHVILLE TN,Pink Cab,58.379999999999995,611.13,674.021,327225,9270,2,1,0,1,23121.5
2018-02-24,NASHVILLE TN,Yellow Cab,36.0,550.47,466.56,327225,9270,0,0,1,1,9184.0
2018-02-24,NEW YORK NY,Pink Cab,305.93,4813.26,3429.105,8405837,302149,11,9,2,4,14308.076923076924
2018-02-24,NEW YORK NY,Yellow Cab,2038.86,60765.97,26815.8612,8405837,302149,55,29,31,57,14635.255813953489
2018-02-24,ORANGE COUNTY,Pink Cab,9.0,143.9,92.7,1030185,12994,1,0,0,1,2591.0
2018-02-24,ORANGE COUNTY,Yellow Cab,49.2,1814.6599999999999,633.744,1030185,12994,1,1,1,1,6730.5
2018-02-24,PHOENIX AZ,Pink Cab,3.3,49.55,38.28,943999,6133,1,0,0,1,22737.0
2018-02-24,PHOENIX AZ,Yellow Cab,20.16,427.75,253.584,943999,6133,1,2,1,0,13835.5
2018-02-24,PITTSBURGH PA,Yellow Cab,24.0,348.9,305.28,542085,3643,0,1,1,0,20795.0
2018-02-24,SACRAMENTO CA,Pink Cab,83.77,1073.57,879.842,545776,7044,1,2,2,1,17168.666666666668
2018-02-24,SACRAMENTO CA,Yellow Cab,72.47999999999999,1137.1200000000001,965.1312,545776,7044,2,0,2,4,18864.25
2018-02-24,SAN DIEGO CA,Pink Cab,143.22,1984.51,1594.746,959307,69995,2,3,5,4,13491.0
2018-02-24,SAN DIEGO CA,Yellow Cab,270.43,5194.04,3552.7848,959307,69995,4,3,5,6,15514.333333333334
2018-02-24,SEATTLE WA,Pink Cab,71.2,1000.91,829.04,671238,25063,1,1,2,2,20950.666666666668
2018-02-24,SEATTLE WA,Yellow Cab,318.54,5459.24,4039.65,671238,25063,6,4,6,8,18318.0
2018-02-24,SILICON VALLEY,Yellow Cab,112.78,2584.5,1513.9560000000001,1177609,27247,0,3,5,2,17798.0
2018-02-24,TUCSON AZ,Yellow Cab,30.62,448.09000000000003,396.8352,631442,5712,0,1,2,1,18569.0
2018-02-24,WASHINGTON DC,Pink Cab,28.04,405.14,307.726,418859,127001,1,0,1,2,23607.0
2018-02-24,WASHINGTON DC,Yellow Cab,1383.98,26368.63,17981.4888,418859,127001,34,23,25,36,13563.35593220339
2018-02-25,ATLANTA GA,Pink Cab,27.16,293.05,325.92,814885,24701,1,0,0,1,14319.0
2018-02-25,ATLANTA GA,Yellow Cab,63.72,1342.79,822.2688,814885,24701,2,1,1,2,16498.333333333332
2018-02-25,AUSTIN TX,Yellow Cab,37.29,579.76,523.5516,698371,14978,0,0,1,1,6543.0
2018-02-25,BOSTON MA,Pink Cab,102.34,1243.07,1139.356,248968,80021,2,1,3,4,12012.0
2018-02-25,BOSTON MA,Yellow Cab,130.20999999999998,2123.3,1715.7096,248968,80021,5,2,2,5,17045.14285714286
2018-02-25,CHICAGO IL,Pink Cab,63.08,814.12,717.22,1955130,164468,1,2,2,1,13895.0
2018-02-25,CHICAGO IL,Yellow Cab,564.88,9063.82,7393.7688,1955130,164468,16,13,9,12,16180.88
2018-02-25,DALLAS TX,Yellow Cab,96.03999999999999,2402.08,1203.318,942908,22157,2,3,3,2,14903.6
2018-02-25,LOS ANGELES CA,Pink Cab,75.63,1098.45,802.472,1595037,144132,1,2,3,2,14624.75
2018-02-25,LOS ANGELES CA,Yellow Cab,450.69,8366.84,5908.7244,1595037,144132,8,5,9,12,12927.64705882353
2018-02-25,MIAMI FL,Pink Cab,82.4,988.47,887.68,1339155,17675,1,1,1,1,13485.5
2018-02-25,MIAMI FL,Yellow Cab,16.8,335.62,213.696,1339155,17675,1,0,0,1,3578.0
2018-02-25,NEW YORK NY,Pink Cab,37.83,502.29,442.611,8405837,302149,1,0,0,1,6112.0
2018-02-25,NEW YORK NY,Yellow Cab,437.83,12065.28,5802.8568,8405837,302149,11,7,10,14,19640.238095238095
2018-02-25,ORANGE COUNTY,Yellow Cab,9.09,344.76,114.534,1030185,12994,1,0,0,1,32433.0
2018-02-25,SACRAMENTO CA,Yellow Cab,26.6,403.98,354.312,545776,7044,0,0,1,1,8718.0
2018-02-25,SAN DIEGO CA,Pink Cab,95.6,1325.65,1070.825,959307,69995,6,0,0,6,15949.166666666666
2018-02-25,SAN DIEGO CA,Yellow Cab,95.65,1668.67,1204.0295999999998,959307,69995,3,1,0,2,15202.0
2018-02-25,SEATTLE WA,Pink Cab,23.0,286.28,232.3,671238,25063,0,0,1,1,2507.0
2018-02-25,SILICON VALLEY,Yellow Cab,74.07,1755.1599999999999,942.6564000000001,1177609,27247,2,0,0,2,12022.0
2018-02-25,WASHINGTON DC,Pink Cab,15.52,178.16,162.96,418859,127001,1,0,0,1,22192.0
2018-02-25,WASHINGTON DC,Yellow Cab,561.44,9833.02,7383.3828,418859,127001,15,10,6,11,18430.04761904762
2018-02-26,ATLANTA GA,Yellow Cab,47.92,1052.26,673.008,814885,24701,2,1,0,1,8762.0
2018-02-26,BOSTON MA,Pink Cab,73.62,920.1,813.045,248968,80021,1,1,3,3,21642.25
2018-02-26,BOSTON MA,Yellow Cab,242.15,3727.77,3054.7392,248968,80021,6,4,4,6,15116.0
2018-02-26,CHICAGO IL,Pink Cab,87.59,1141.81,957.059,1955130,164468,2,2,3,3,11199.6
2018-02-26,CHICAGO IL,Yellow Cab,419.04,6541.97,5523.0132,1955130,164468,11,6,8,13,12563.947368421053
2018-02-26,DALLAS TX,Pink Cab,43.29,469.64,432.9,942908,22157,1,0,0,1,23946.0
2018-02-26,DALLAS TX,Yellow Cab,104.52,2521.3,1452.9072,942908,22157,3,2,2,3,15866.6
2018-02-26,LOS ANGELES CA,Pink Cab,193.65,2629.06,2068.198,1595037,144132,6,5,5,6,13201.181818181818
2018-02-26,LOS ANGELES CA,Yellow Cab,179.81,3255.58,2277.402,1595037,144132,4,5,5,4,14292.444444444445
2018-02-26,NASHVILLE TN,Yellow Cab,38.0,560.49,497.04,327225,9270,0,0,1,1,4299.0
2018-02-26,NEW YORK NY,Pink Cab,40.35,564.37,447.135,8405837,302149,0,0,2,2,8612.5
2018-02-26,NEW YORK NY,Yellow Cab,552.07,14921.65,7324.842000000001,8405837,302149,15,15,13,13,17189.071428571428
2018-02-26,ORANGE COUNTY,Pink Cab,36.64,534.1,386.79999999999995,1030185,12994,1,0,1,2,18587.0
2018-02-26,PHOENIX AZ,Yellow Cab,40.84,810.47,516.9336000000001,943999,6133,0,0,2,2,13565.5
2018-02-26,SAN DIEGO CA,Pink Cab,101.06,1373.31,1132.517,959307,69995,3,1,3,5,14230.5
2018-02-26,SAN DIEGO CA,Yellow Cab,69.47,1244.1100000000001,916.6056,959307,69995,1,0,1,2,21770.5
2018-02-26,SEATTLE WA,Yellow Cab,115.52,1813.8799999999999,1512.2928,671238,25063,2,2,2,2,23868.25
2018-02-26,SILICON VALLEY,Pink Cab,40.46,622.03,430.934,1177609,27247,2,1,0,1,29382.5
2018-02-26,SILICON VALLEY,Yellow Cab,14.3,320.33,181.896,1177609,27247,0,0,1,1,2854.0
